Brand,Model,Price,Rating,Link,Favori Number,Rush Delivery,Free Cargo,İşlemci Tipi,Ram (Sistem Belleği),SSD Kapasitesi,İşletim Sistemi,Ekran Kartı,Ekran Boyutu,Çözünürlük,Kullanım Amacı,Cihaz Ağırlığı,Ekran Yenileme Hızı,Ekran Kartı Tipi,Ekran Kartı Hafızası,İşlemci Modeli,İşlemci Nesli,İşlemci Çekirdek Sayısı,Hard Disk Kapasitesi,Dokunmatik Ekran,Panel Tipi,Ram (Sistem Belleği) Tipi,Renk,Garanti Tipi,Temel İşlemci Hızı (GHz),Maksimum İşlemci Hızı (GHz),Bağlantılar,Klavye,Ekran Kartı Bellek Tipi,Çözünürlük Standartı,Garanti Süresi,Arttırılabilir Azami Bellek,HDMI
MSI,Cyborg 15 A13vf-895xtr I5 16gb Ddr5 1tb Ssd Rtx4060 8gb 15.6 Inç 144hz Fhd Freedos Gaming Laptop,47599.0,4.8,https://www.trendyol.com/msi/cyborg-15-a13vf-895xtr-i5-16gb-ddr5-1tb-ssd-rtx4060-8gb-15-6-inc-144hz-fhd-freedos-gaming-laptop-p-804737263?boutiqueId=61&merchantId=391109,3124.0,1,1,Intel Core i5,16.0,1.0,Free Dos,Nvidia GeForce RTX 4060,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,13420H,13. Nesil,8.0,0.48828125,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,3.3,4.9,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,4.0,Yok
MONSTER,"Huma H5 V4.1 Black Intel Core I5 1235u 16 Gb Ram 500 Gb Ssd Freedos 15,6"" Fhd 120 Hz",25799.0,4.5,https://www.trendyol.com/monster/huma-h5-v4-1-black-intel-core-i5-1235u-16-gb-ram-500-gb-ssd-freedos-15-6-fhd-120-hz-p-721567528?boutiqueId=61&merchantId=105286,833.0,0,1,Intel Core i5,16.0,0.48828125,Free Dos,Intel Iris Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1235U,12. Nesil,10.0,0.5,Yok,IPS,DDR4,Siyah,Monster Türkiye Garantili,1.3,4.4,USB - Bluetooth - HDMI,RGB Numeric,Dahili,Full HD (FHD),2.0,64.0,Yok
Dell,"G15-5530 Intel Core i7-13650HX 16GB 512GB SSD RTX3050 6GB 15.6"" FHD 120Hz Ubuntu Gaming Laptop",37300.0,4.6,https://www.trendyol.com/dell/g15-5530-intel-core-i7-13650hx-16gb-512gb-ssd-rtx3050-6gb-15-6-fhd-120hz-ubuntu-gaming-laptop-p-759035241?boutiqueId=61&merchantId=141868,3542.0,1,1,Intel Core i7,16.0,0.5,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,120.0,Harici,6,13650HX,13. Nesil,24.0,0.5,Yok,VA,DDR5,Siyah,Dell Türkiye Garantili,2.3,4.6,USB - Bluetooth - HDMI,RGB,GDDR6,Full HD (FHD),2.0,16.0,Yok
Dell,"Vostro 3520 Core i5-1235U 16GB 512GB SSD 15.6"" FHD Windows 11 Pro N5315PVNB3520U015",17799.0,3.8,https://www.trendyol.com/dell/vostro-3520-core-i5-1235u-16gb-512gb-ssd-15-6-fhd-windows-11-pro-n5315pvnb3520u015-p-798213730?boutiqueId=61&merchantId=153128,166.0,1,1,Intel Core i5,16.0,0.5,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,120.0,Dahili,1,1235U,12. Nesil,10.0,0.5,Yok,LED,DDR4,Siyah,Resmi Distribütör Garantili,1.3,4.4,Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
ASUS,Tuf Gamıng,34000.0,5.0,https://www.trendyol.com/asus/tuf-gaming-p-880394563?boutiqueId=61&merchantId=1059870,0.0,0,1,AMD Ryzen 7,16.0,0.5,Windows,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Dahili,4,7235HS,7. Nesil,6.0,0.48828125,Yok,LED,DDR5,SİYAH,Asus Türkiye Garantili,3.3,3.5,USB - Bluetooth - HDMI,Q Türkçe,DDR5,Full HD (FHD),2.0,64.0,Yok
MONSTER,"Abra A7 V15.1.2 Intel Core i7 12700H 32 GB RAM 1 TB SSD 6 GB RTX 3050 FreeDOS 17,3"" FHD 144 Hz",42299.0,4.3,https://www.trendyol.com/monster/abra-a7-v15-1-2-intel-core-i7-12700h-32-gb-ram-1-tb-ssd-6-gb-rtx-3050-freedos-17-3-fhd-144-hz-p-824630963?boutiqueId=61&merchantId=105286,523.0,0,1,Intel Core i7,32.0,1.0,Free Dos,Nvidia GeForce RTX 3050,"17,3 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,12700H,12. Nesil,14.0,1.0,Yok,IPS,DDR4,Siyah,Monster Türkiye Garantili,2.3,4.7,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,32.0,Yok
LENOVO,Ideapad 1 Amd Ryzen™ 7 5700u 16 Gb 1 Tb Ssd Freedos 14 Inç 82r3007dtx,16999.0,4.8,https://www.trendyol.com/lenovo/ideapad-1-amd-ryzen-7-5700u-16-gb-1-tb-ssd-freedos-14-inc-82r3007dtx-p-808987114?boutiqueId=61&merchantId=118352,1174.0,0,1,AMD Ryzen 7,16.0,1.0,Free Dos,AMD Radeon Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,5700U,7. Nesil,8.0,0.5,Yok,TN,DDR4,Gri,Lenovo Türkiye Garantili,3.7,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),3.0,16.0,Yok
CASPER,Excalibur G870.1270-EXA0X-B i7-12700H 64GB RAM 2TB NVMe SSD 6GB RTX4050 DOS GAMING LAPTOP,41999.0,4.5,https://www.trendyol.com/casper/excalibur-g870-1270-exa0x-b-i7-12700h-64gb-ram-2tb-nvme-ssd-6gb-rtx4050-dos-gaming-laptop-p-672161019?boutiqueId=61&merchantId=114258,783.0,0,1,Intel Core i7,64.0,2.0,Free Dos,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,12700H,12. Nesil,14.0,1.0,Yok,IPS,DDR4,Gri,Casper Türkiye Garantili,2.3,4.7,Bluetooth,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
ASUS,"Tuf Gaming A15 Fa507nu-lp3016 Ryzen 7 7735hs 16gb 512gb Ssd Rtx4050 Freedos 15.6"" Fhd",41999.0,4.6,https://www.trendyol.com/asus/tuf-gaming-a15-fa507nu-lp3016-ryzen-7-7735hs-16gb-512gb-ssd-rtx4050-freedos-15-6-fhd-p-780567982?boutiqueId=61&merchantId=954456,523.0,1,1,AMD Ryzen 7,16.0,0.5,Free Dos,Nvidia GeForce RTX 4050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,6,7735HS,7. Nesil,8.0,0.5,Yok,IPS,DDR5,Gri,Asus Türkiye Garantili,3.7,4.7,USB - Bluetooth - HDMI,RGB,GDDR6,Full HD (FHD),2.0,32.0,Yok
HP,"Victus B10fpea Intel Core I7 13620h 16gb 512gb Ssd Rtx4060-8gb Freedos 15.6"" Fhd 144hz Taşınabili",40999.0,5.0,https://www.trendyol.com/hp/victus-b10fpea-intel-core-i7-13620h-16gb-512gb-ssd-rtx4060-8gb-freedos-15-6-fhd-144hz-tasinabili-p-871082799?boutiqueId=61&merchantId=106740,0.0,1,1,Intel Core i7,16.0,0.5,Free Dos,Nvidia GeForce RTX 4060,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,13600K,13. Nesil,10.0,0.5,Yok,IPS,DDR4,Mika Gümüşü,HP Türkiye Garantili,2.5,4.9,HDMI,Q Türkçe,GDDR6,Full HD (FHD),2.0,16.0,Yok
ACER,Nitro 5 Intel Core i7-12650H 8GB 1TB SSD 8GB RTX4060 Linux 15.6'' 165Hz Siyah Gaming PC NH.QM0EY.00B,42999.0,4.6,https://www.trendyol.com/acer/nitro-5-intel-core-i7-12650h-8gb-1tb-ssd-8gb-rtx4060-linux-15-6-165hz-siyah-gaming-pc-nh-qm0ey-00b-p-784172188?boutiqueId=61&merchantId=107007,2195.0,0,1,Intel Core i7,8.0,1.0,Free Dos,Nvidia GeForce RTX 4060,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,12650H,12. Nesil,10.0,1.0,Yok,Full HD,DDR5,Siyah,Apple Türkiye Garantili,2.3,4.7,HDMI,Q Türkçe,GDDR6,Full HD (FHD),2.0,8.0,Yok
Apple,"13-inch MacBook Air: Apple M3 chip with 8-core CPU and 8-core GPU, 8GB, 256GB SSD - Midnight",40900.0,4.9,https://www.trendyol.com/apple/13-inch-macbook-air-apple-m3-chip-with-8-core-cpu-and-8-core-gpu-8gb-256gb-ssd-midnight-p-814750695?boutiqueId=61&merchantId=513340,4856.0,0,1,Apple M3,8.0,0.25,Mac Os,Dahili Ekran Kartı,"13,6 inç",2560 x 1664,Ofis - İş,2 kg ve altı,144.0,Dahili,1,12700H,3. Nesil,8.0,0.25,Yok,LED,Birleşik Bellek,Mavi,Apple Türkiye Garantili,2.1,4.7,USB-C,RGB,Dahili,QHD,2.0,32.0,Yok
ASUS,Tuf Gaming F15 Fx507zc4-hn145 Intel Core I5 12500h 16 Gb 512 Gb Ssd Rtx 3050-95watt 144 Hz Free,33999.0,4.9,https://www.trendyol.com/asus/tuf-gaming-f15-fx507zc4-hn145-intel-core-i5-12500h-16-gb-512-gb-ssd-rtx-3050-95watt-144-hz-free-p-808021613?boutiqueId=61&merchantId=954456,1372.0,1,1,Intel Core i5,16.0,0.5,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,4,12500H,12. Nesil,12.0,0.48828125,Yok,IPS,DDR4,Mekanik Gri,Asus Türkiye Garantili,2.7,4.5,USB,RGB Numeric,GDDR6,Full HD (FHD),2.0,32.0,Yok
ACER,Aspire 3 A315-58-51VL NX.ADDEY.00C i5-1135G7 8 GB 256 GB SSD Iris Xe Graphics 15.6 FreeDOS,12989.0,4.6,https://www.trendyol.com/acer/aspire-3-a315-58-51vl-nx-addey-00c-i5-1135g7-8-gb-256-gb-ssd-iris-xe-graphics-15-6-freedos-p-788646972?boutiqueId=61&merchantId=198438,424.0,1,1,Intel Core i5,8.0,0.25,Free Dos,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 - 4 kg,60.0,Dahili,1,1135G7,11. Nesil,4.0,0.5,Yok,IPS,DDR4,Gümüş,ACER Türkiye Garantili,2.5,2.5,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
ASUS,"Vivobook 15 Intel Core i3-1215U 4GB 256GB SSD DOS 15.6"" FHD Gümüş Dizüstü Bilgisayar F1502ZA-EJ1535",12800.0,4.6,https://www.trendyol.com/asus/vivobook-15-intel-core-i3-1215u-4gb-256gb-ssd-dos-15-6-fhd-gumus-dizustu-bilgisayar-f1502za-ej1535-p-780222578?boutiqueId=61&merchantId=835085,10700.0,1,1,Intel Core i3,4.0,0.25,Free Dos,Intel Iris Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Harici,1,1215U,12. Nesil,6.0,0.25,Yok,IPS,DDR4,Gümüş,Asus Türkiye Garantili,1.2,4.4,USB - Bluetooth - HDMI,Q Türkçe,DDR5,Full HD (FHD),2.0,4.0,Yok
MSI,Katana 15 B13VGK-1874XTR i7-13620H 16GB 1TB SSD 8GB RTX4070 105W 15.6 FHD 144Hz FreeDOS,60989.0,5.0,https://www.trendyol.com/msi/katana-15-b13vgk-1874xtr-i7-13620h-16gb-1tb-ssd-8gb-rtx4070-105w-15-6-fhd-144hz-freedos-p-822531423?boutiqueId=61&merchantId=531617,159.0,1,1,Intel Core i7,16.0,1.0,Free Dos,Nvidia GeForce RTX 4070,"15,6 inç",1920 x 1080,Oyun,2 kg ve altı,144.0,Harici,8,13620H,13. Nesil,16.0,0.48828125,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,1.8,4.9,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),2.0,64.0,Yok
WOLF BİLİŞİM,BOOK FLEX 2 ALPHA,28499.99,0.0,https://www.trendyol.com/wolf-bilisim/samsung-galaxy-book-flex-2-alpha-p-888587785?boutiqueId=61&merchantId=353897,0.0,0,1,Intel Core i5,8.0,0.25,Windows,Intel Iris Graphics,13 inç,1920 x 1080,Ev - Okul,2 kg ve altı,60.0,Dahili,1,1135G7,11. Nesil,4.0,1.0,Var,OLED,DDR4,Beyaz,İthalatçı Garantili,2.5,4.4,USB - Bluetooth - HDMI,Q İngilizce,DDR4,Dokunmatik,2.0,32.0,Yok
Huawei,D14 13th Gen Intel® Core i5-13420h 16gb 512gb Intel® Uhd Graphics 14 Uzay Grısı Notebook Huaw,29149.0,4.3,https://www.trendyol.com/huawei/d14-13th-gen-intel-core-i5-13420h-16gb-512gb-intel-uhd-graphics-14-uzay-grisi-notebook-huaw-p-825242066?boutiqueId=61&merchantId=105150,241.0,0,1,Intel Core i5,16.0,0.5,Windows,Intel UHD Graphics,14 inç,1920 x 1080,Ofis - İş,2 - 4 kg,60.0,Dahili,1,13420H,11. Nesil,8.0,0.5,Yok,IPS,Birleşik Bellek,Gri,Huawei Türkiye Garantili,3.3,4.5,Bluetooth,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
HP,"Victus Gaming 15-FA0011NT 80D33EA i5 12450H 16GB 512GB SSD RTX3050 Freedos 15.6"" FHD 144Hz",34599.0,4.5,https://www.trendyol.com/hp/victus-gaming-15-fa0011nt-80d33ea-i5-12450h-16gb-512gb-ssd-rtx3050-freedos-15-6-fhd-144hz-p-746623610?boutiqueId=61&merchantId=118267,4831.0,1,1,Intel Core i5,16.0,0.5,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,4,12450H,12. Nesil,8.0,0.5,Yok,IPS,DDR4,MİKA GÜMÜŞÜ,HP Türkiye Garantili,2.5,4.4,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),1.0,64.0,Yok
HP,"64GB 2 TB SSD 8 GB RTX4070 16.1"" Freedos A1UZ2EA-T76",64708.0,0.0,https://www.trendyol.com/hp/victus-16-s1035nt-r7-8840h-64gb-2-tb-ssd-8-gb-rtx4070-16-1-freedos-a1uz2ea-t76-p-877677858?boutiqueId=61&merchantId=499240,0.0,1,1,AMD Ryzen 7,64.0,2.0,Free Dos,Nvidia GeForce RTX 4070,"16,1 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,8,8840H,7. Nesil,8.0,1.0,Yok,IPS,DDR5,Siyah,Resmi Distribütör Garantili,1.9,5.0,USB - Bluetooth - HDMI,RGB Numeric,GDDR6,Full HD (FHD),2.0,64.0,Yok
ASUS,"Vivobook 15 X1504ZA-BQ441 Intel Core i7 1255U 16GB 1TB SSD W11H 15.6"" FHDÇanta Hediye",30899.0,4.5,https://www.trendyol.com/asus/vivobook-15-x1504za-bq441-intel-core-i7-1255u-16gb-1tb-ssd-w11h-15-6-fhdcanta-hediye-p-780606728?boutiqueId=61&merchantId=1007811,750.0,1,1,Intel Core i7,16.0,1.0,Windows,Intel UHD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1255U,12. Nesil,10.0,0.5,Yok,IPS,DDR4,Gri,Asus Türkiye Garantili,1.7,4.7,HDMI - USB,Q Türkçe,Dahili,Full HD (FHD),2.0,64.0,Yok
ASUS,Tuf Gaming A15 7.Nesil Ryzen 5 7535HS-RTX2050 4gb-8gb-512gb Ssd-15.6inc-W11,25899.0,4.7,https://www.trendyol.com/asus/tuf-gaming-a15-7-nesil-ryzen-5-7535hs-rtx2050-4gb-8gb-512gb-ssd-15-6inc-w11-p-881147375?boutiqueId=61&merchantId=947907,0.0,1,1,AMD Ryzen 5,8.0,0.5,Windows,Nvidia GeForce RTX 2050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,4,7535HS,7. Nesil,6.0,0.48828125,Yok,Full HD,DDR5,SIYAH,Resmi Distribütör Garantili,3.3,4.5,USB,Q Türkçe,GDDR6,Full HD (FHD),2.0,8.0,Yok
ASUS,"Tuf Gaming A15 Fa506nc-hn006 Amd Ryzen 5 7535hs 8gb 512gb Ssd Rtx3050 Freedos 15.6"" Fhd",26399.0,5.0,https://www.trendyol.com/asus/tuf-gaming-a15-fa506nc-hn006-amd-ryzen-5-7535hs-8gb-512gb-ssd-rtx3050-freedos-15-6-fhd-p-859628378?boutiqueId=61&merchantId=164330,143.0,1,1,AMD Ryzen 5,8.0,0.5,Free Dos,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 - 4 kg,144.0,Harici,4,7535HS,7. Nesil,6.0,0.48828125,Yok,IPS,DDR5,Koyu Gri,Asus Türkiye Garantili,3.3,4.5,USB - Bluetooth - HDMI,Q Türkçe,GDDR6,Full HD (FHD),2.0,8.0,Yok
ASUS,Vivobook 15 X1504ZA-NJ1023 i5-1235U 16GB RAM 512GB SSD 15.6 inç FHD,17999.0,5.0,https://www.trendyol.com/asus/vivobook-15-x1504za-nj1023-i5-1235u-16gb-ram-512gb-ssd-15-6-inc-fhd-p-813567122?boutiqueId=61&merchantId=106740,133.0,1,1,Intel Core i5,16.0,0.5,Free Dos,Intel HD Graphics,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1235U,12. Nesil,10.0,0.5,Yok,TN,DDR4,Gri,Asus Türkiye Garantili,1.3,4.4,Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,40.0,Yok
ASUS,"Tuf Gaming F15 I7-12700h 32gb 1tb Ssd Rtx3050/4gb W11p 15.6"" Fhd Fx507zc4-hn009",49999.0,4.6,https://www.trendyol.com/asus/tuf-gaming-f15-i7-12700h-32gb-1tb-ssd-rtx3050-4gb-w11p-15-6-fhd-fx507zc4-hn009-p-674176805?boutiqueId=61&merchantId=954456,1405.0,1,1,Intel Core i7,32.0,1.0,Windows,Nvidia GeForce RTX 3050,"15,6 inç",1920 x 1080,Oyun,2 kg ve altı,144.0,Harici,4,12700H,12. Nesil,14.0,0.48828125,Yok,IPS,DDR4,Metalik Siyah,Asus Türkiye Garantili,3.1,4.7,Bluetooth - USB,Q Türkçe,GDDR6,Full HD (FHD),2.0,32.0,Yok
LENOVO,Ideapad 3 Slim Case Intel Core I5-12450h 8gb 512gb Ssd Freedos 14 Inç 83eq000atr,16499.0,4.5,https://www.trendyol.com/lenovo/ideapad-3-slim-case-intel-core-i5-12450h-8gb-512gb-ssd-freedos-14-inc-83eq000atr-p-780566121?boutiqueId=61&merchantId=118352,2220.0,1,1,Intel Core i5,8.0,0.5,Free Dos,Intel UHD Graphics,14 inç,1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,12450H,12. Nesil,8.0,0.5,Yok,TN,LPDDR5,Gri,Lenovo Türkiye Garantili,3.7,4.4,USB - Bluetooth - HDMI,Q Türkçe,Dahili,Full HD (FHD),2.0,16.0,Yok
HP,250 G10 Intel Core i5-1334U 32GB 1 TB SSD 15.6'' Windows 11 PRO 8A538EATT043,26999.0,4.6,https://www.trendyol.com/hp/250-g10-intel-core-i5-1334u-32gb-1-tb-ssd-15-6-windows-11-pro-8a538eatt043-p-781019124?boutiqueId=61&merchantId=153128,345.0,1,1,Intel Core i5,32.0,1.0,Windows,Dahili Ekran Kartı,"15,6 inç",1920 x 1080,Ofis - İş,2 kg ve altı,60.0,Dahili,1,1335U,13. Nesil,10.0,0.5,Yok,IPS,DDR4,Gümüş,Resmi Distribütör Garantili,3.4,4.6,USB - Bluetooth - HDMI,RGB,Dahili,Full HD (FHD),2.0,64.0,Yok
